Date,USD_Open,USD_High,USD_Low,USD_Close,S&P500_Open,S&P500_High,S&P500_Low,S&P500_Close
2010-03-31 00:00:00-04:00,77.52999877929688,82.12000274658203,76.7300033569336,81.06999969482422,1132.989990234375,1174.1700439453125,1056.739990234375,1169.4300537109375
2010-06-30 00:00:00-04:00,80.77999877929688,88.4000015258789,80.19000244140625,86.0199966430664,1178.0999755859375,1217.280029296875,1030.7099609375,1030.7099609375
2010-09-30 00:00:00-04:00,84.72000122070312,84.72000122070312,78.69000244140625,78.72000122070312,1027.3699951171875,1148.6700439453125,1022.5800170898438,1141.199951171875
2010-12-31 00:00:00-05:00,78.08999633789062,81.19999694824219,75.87999725341797,79.02999877929688,1146.239990234375,1259.780029296875,1137.030029296875,1257.6400146484375
2011-03-31 00:00:00-04:00,79.12999725341797,81.01000213623047,75.4000015258789,75.86000061035156,1271.8699951171875,1343.010009765625,1256.8800048828125,1325.8299560546875
2011-06-30 00:00:00-04:00,75.83000183105469,76.0999984741211,72.93000030517578,74.30000305175781,1332.4100341796875,1363.6099853515625,1265.4200439453125,1320.6400146484375
2011-09-30 00:00:00-04:00,74.3499984741211,78.55000305175781,73.47000122070312,78.55000305175781,1339.6700439453125,1353.219970703125,1119.4599609375,1131.4200439453125
2011-12-31 00:00:00-05:00,79.44999694824219,80.52999877929688,74.87000274658203,80.16999816894531,1099.22998046875,1285.0899658203125,1099.22998046875,1257.5999755859375
2012-03-31 00:00:00-04:00,79.61000061035156,81.43000030517578,78.2699966430664,78.93000030517578,1277.06005859375,1416.510009765625,1277.06005859375,1408.469970703125
2012-06-30 00:00:00-04:00,78.81999969482422,83.04000091552734,78.69999694824219,81.6500015258789,1419.0400390625,1419.0400390625,1278.0400390625,1362.1600341796875
2012-09-30 00:00:00-04:00,81.87000274658203,84.01000213623047,78.8499984741211,79.94000244140625,1365.510009765625,1465.77001953125,1334.760009765625,1440.6700439453125
2012-12-31 00:00:00-05:00,79.81999969482422,81.26000213623047,79.0199966430664,79.7699966430664,1444.489990234375,1461.4000244140625,1353.3299560546875,1426.18994140625
2013-03-31 00:00:00-04:00,79.8499984741211,83.20999908447266,79.12999725341797,82.98999786376953,1462.4200439453125,1569.18994140625,1457.1500244140625,1569.18994140625
2013-06-30 00:00:00-04:00,82.7300033569336,84.27999877929688,80.56999969482422,83.16999816894531,1562.1700439453125,1669.1600341796875,1541.6099853515625,1606.280029296875
2013-09-30 00:00:00-04:00,82.9800033569336,84.58000183105469,80.22000122070312,80.22000122070312,1614.9599609375,1725.52001953125,1614.0799560546875,1681.550048828125
2013-12-31 00:00:00-05:00,80.0999984741211,81.20999908447266,79.18000030517578,80.04000091552734,1695.0,1848.3599853515625,1655.449951171875,1848.3599853515625
2014-03-31 00:00:00-04:00,80.62999725341797,81.2699966430664,79.38999938964844,80.0999984741211,1831.97998046875,1878.0400390625,1741.8900146484375,1872.3399658203125
2014-06-30 00:00:00-04:00,80.08000183105469,80.81999969482422,79.13999938964844,79.77999877929688,1885.52001953125,1962.8699951171875,1815.68994140625,1960.22998046875
2014-09-30 00:00:00-04:00,79.81999969482422,85.94000244140625,79.81999969482422,85.94000244140625,1973.3199462890625,2011.3599853515625,1909.5699462890625,1972.2900390625
2014-12-31 00:00:00-05:00,85.97000122070312,90.2699966430664,84.94999694824219,90.2699966430664,1946.1600341796875,2090.570068359375,1862.489990234375,2058.89990234375
2015-03-31 00:00:00-04:00,91.08000183105469,100.33000183105469,91.08000183105469,98.36000061035156,2058.199951171875,2117.389892578125,1992.6700439453125,2067.889892578125
2015-06-30 00:00:00-04:00,98.19000244140625,99.48999786376953,93.13999938964844,95.48999786376953,2059.68994140625,2130.820068359375,2057.639892578125,2063.110107421875
2015-09-30 00:00:00-04:00,96.30999755859375,98.02999877929688,93.30999755859375,96.3499984741211,2077.419921875,2128.280029296875,1867.6099853515625,1920.030029296875
2015-12-31 00:00:00-05:00,96.19000244140625,100.16999816894531,93.93000030517578,98.62999725341797,1923.8199462890625,2109.7900390625,1923.8199462890625,2043.93994140625
2016-03-31 00:00:00-04:00,98.87000274658203,99.61000061035156,94.58999633789062,94.58999633789062,2012.6600341796875,2063.949951171875,1829.0799560546875,2059.739990234375
2016-06-30 00:00:00-04:00,94.62000274658203,96.54000091552734,92.62999725341797,96.13999938964844,2072.780029296875,2119.1201171875,2000.5400390625,2098.860107421875
2016-09-30 00:00:00-04:00,95.6500015258789,97.47000122070312,94.16000366210938,95.45999908447266,2102.949951171875,2190.14990234375,2088.550048828125,2168.27001953125
2016-12-31 00:00:00-05:00,95.75,103.29000091552734,95.75,102.38999938964844,2161.199951171875,2271.719970703125,2085.179931640625,2238.830078125
2017-03-31 00:00:00-04:00,103.20999908447266,103.20999908447266,99.16999816894531,100.3499984741211,2257.830078125,2395.9599609375,2257.830078125,2362.719970703125
2017-06-30 00:00:00-04:00,100.54000091552734,101.18000030517578,95.62999725341797,95.66000366210938,2358.840087890625,2453.4599609375,2328.949951171875,2423.409912109375
2017-09-30 00:00:00-04:00,96.19999694824219,96.29000091552734,91.33000183105469,93.08000183105469,2429.010009765625,2519.360107421875,2409.75,2519.360107421875
2017-12-31 00:00:00-05:00,93.55999755859375,94.94000244140625,92.12000274658203,92.12000274658203,2529.1201171875,2690.159912109375,2529.1201171875,2673.610107421875
2018-03-31 00:00:00-04:00,91.8499984741211,92.52999877929688,88.58999633789062,90.1500015258789,2695.81005859375,2872.8701171875,2581.0,2640.8701171875
2018-06-30 00:00:00-04:00,90.05000305175781,95.38999938964844,89.43000030517578,94.62999725341797,2581.8798828125,2786.85009765625,2581.8798828125,2718.3701171875
2018-09-30 00:00:00-04:00,94.87000274658203,96.7300033569336,93.91000366210938,95.19000244140625,2726.7099609375,2930.75,2713.219970703125,2913.97998046875
2018-12-31 00:00:00-05:00,95.30000305175781,97.54000091552734,95.0199966430664,96.16999816894531,2924.590087890625,2925.510009765625,2351.10009765625,2506.85009765625
2019-03-31 00:00:00-04:00,96.81999969482422,97.66999816894531,95.22000122070312,97.27999877929688,2510.030029296875,2854.8798828125,2447.889892578125,2834.39990234375
2019-06-30 00:00:00-04:00,97.25,98.19999694824219,95.9800033569336,96.12999725341797,2867.18994140625,2954.179931640625,2744.449951171875,2941.760009765625
2019-09-30 00:00:00-04:00,96.83999633789062,99.37999725341797,96.7300033569336,99.37999725341797,2964.330078125,3025.860107421875,2840.60009765625,2976.739990234375
2019-12-31 00:00:00-05:00,99.12999725341797,99.13999938964844,96.38999938964844,96.38999938964844,2940.25,3240.02001953125,2887.610107421875,3230.780029296875
2020-03-31 00:00:00-04:00,96.8499984741211,102.81999969482422,94.9000015258789,99.05000305175781,3257.85009765625,3386.14990234375,2237.39990234375,2584.590087890625
2020-06-30 00:00:00-04:00,99.66999816894531,100.69000244140625,95.95999908447266,97.38999938964844,2470.5,3232.389892578125,2470.5,3100.2900390625
2020-09-30 00:00:00-04:00,97.19999694824219,97.31999969482422,92.13999938964844,93.88999938964844,3115.860107421875,3580.840087890625,3115.860107421875,3363.0
2020-12-31 00:00:00-05:00,93.70999908447266,94.05000305175781,89.62999725341797,89.62999725341797,3380.800048828125,3735.360107421875,3269.9599609375,3732.0400390625
