Date,GD,CL,APD,MTB,CSX,SNPS,HBAN,CDNS,MMM,FDX,EPD,FCX,SHW,KLAC,USB,CCI,MNST,MCO,OXY,HSY,PSA,AAPL,MSFT,AMZN,PFE,PEP,COKE,JNJ,WMT,GS
2000-01-01,24.875,28.1875,26.306659698486328,44.650001525878906,1.305556058883667,24.375,20.34090805053711,20.625,44.28125,38.8125,4.9375,6.03125,7.375,84.25,22.9375,37.875,0.046875,10.75,9.939887046813965,24.375,21.0,1.2126120328903198,53.125,3.3499999046325684,34.68927764892578,34.875,52.9375,35.125,56.5,105.25
2000-04-01,26.125,29.9375,28.503700256347656,45.0,1.1770830154418945,17.28125,14.375,20.375,41.5,38.0,5.625,4.625,7.0625,58.5625,21.0625,36.5,0.04296899959445,10.75,10.089584350585938,24.25,23.453125,0.935267984867096,40.0,1.8156249523162842,45.54079818725586,44.4375,45.5,50.9375,57.625,94.78125
2000-07-01,31.40625,23.600000381469727,33.30249786376953,51.0,1.211806058883667,18.9375,14.6875,25.6875,45.5625,44.34000015258789,7.234375,4.40625,7.125,41.1875,22.375,31.0625,0.056641001254320145,12.9375,10.448857307434082,27.0625,23.9375,0.4598209857940674,30.15625,1.921875,42.62037658691406,46.0,41.9375,46.96875,48.125,114.0625
2000-10-01,39.0,32.275001525878906,37.9278450012207,68.0,1.4409719705581665,23.71875,16.1875,27.5,60.25,39.959999084472656,7.859375,4.28125,8.770833015441895,33.6875,23.25,27.0625,0.04036499932408333,12.84375,11.616495132446289,32.1875,24.3125,0.265625,21.6875,0.778124988079071,43.64326477050781,49.5625,37.875,52.53125,53.125,106.9375
2001-01-01,31.3700008392334,27.6299991607666,35.52266311645508,69.9000015258789,1.8722219467163086,23.46875,14.25,18.489999771118164,51.95000076293945,41.68000030517578,8.662500381469727,6.525000095367432,8.493332862854004,39.375,23.200000762939453,14.8125,0.03515600040555,13.779999732971191,11.856010437011719,34.65999984741211,26.25,0.39410701394081116,27.34375,0.5115000009536743,38.851993560791016,43.95000076293945,40.4375,43.73500061035156,50.5,85.0999984741211
2001-04-01,38.904998779296875,29.4950008392334,42.321922302246094,75.5,2.0133330821990967,24.19499969482422,16.350000381469727,18.6299991607666,57.04999923706055,40.20000076293945,9.880000114440918,5.525000095367432,7.400000095367432,58.470001220703125,22.790000915527344,16.399999618530273,0.03541700169444084,16.75,12.7374267578125,30.854999542236328,29.649999618530273,0.4151790142059326,36.5,0.7074999809265137,37.99810028076172,44.20000076293945,39.349998474121094,49.959999084472656,48.79999923706055,85.80000305175781
2001-07-01,44.15999984741211,29.125,35.689178466796875,74.0,1.75,20.05500030517578,17.309999465942383,16.649999618530273,49.20000076293945,36.75,11.574999809265137,5.494999885559082,7.406667232513428,31.579999923706055,22.18000030517578,9.0,0.03645800054073334,18.5,11.65960693359375,32.685001373291016,33.400001525878906,0.276964008808136,25.584999084472656,0.2985000014305115,38.04553985595703,48.5,37.75,55.400001525878906,49.5,71.3499984741211
2001-10-01,39.81999969482422,28.875,43.39500427246094,72.8499984741211,1.9472219944000244,29.53499984741211,17.190000534057617,21.920000076293945,59.10499954223633,51.880001068115234,11.762499809265137,6.695000171661377,9.166666984558105,49.560001373291016,20.93000030517578,10.680000305175781,0.04374999925494194,19.93000030517578,12.708684921264648,33.849998474121094,33.400001525878906,0.39107099175453186,33.125,0.5410000085830688,37.808349609375,48.689998626708984,37.86000061035156,59.099998474121094,57.54999923706055,92.75
2002-01-01,46.974998474121094,28.575000762939453,47.77983474731445,80.37000274658203,2.1172220706939697,27.579999923706055,19.700000762939453,22.610000610351562,57.505001068115234,58.099998474121094,12.087499618530273,8.8100004196167,9.493332862854004,66.5,22.56999969482422,6.610000133514404,0.04395800083875656,20.549999237060547,13.9637451171875,34.27000045776367,37.0099983215332,0.42267900705337524,30.155000686645508,0.7149999737739563,37.703983306884766,51.5,49.0,64.94999694824219,61.29999923706055,90.25
2002-04-01,53.17499923706055,25.024999618530273,46.68825149536133,85.76000213623047,1.9472219944000244,27.405000686645508,19.420000076293945,16.1200008392334,61.5,53.400001525878906,8.125,8.925000190734863,9.976667404174805,43.9900016784668,23.350000381469727,3.930000066757202,0.04427099972963333,24.875,14.366130828857422,31.25,37.099998474121094,0.3164289891719818,27.350000381469727,0.8125,33.20683288574219,48.20000076293945,43.0,52.2599983215332,55.0099983215332,73.3499984741211
2002-07-01,40.665000915527344,26.975000381469727,38.86216354370117,78.80999755859375,1.465556025505066,19.075000762939453,18.190000534057617,10.170000076293945,54.98500061035156,50.06999969482422,9.755000114440918,6.730000019073486,7.8933329582214355,27.940000534057617,18.579999923706055,2.1700000762939453,0.04312499985098839,24.25,13.594891548156738,31.024999618530273,31.899999618530273,0.2589290142059326,21.8700008392334,0.796500027179718,27.533206939697266,36.95000076293945,46.900001525878906,54.08000183105469,49.2400016784668,66.02999877929688
2002-10-01,39.685001373291016,26.21500015258789,39.546714782714844,79.3499984741211,1.5727779865264893,23.075000762939453,18.709999084472656,11.789999961853027,61.650001525878906,54.220001220703125,9.699999809265137,8.390000343322754,9.416666984558105,35.369998931884766,21.219999313354492,3.75,0.04395800083875656,20.645000457763672,13.628423690795898,33.720001220703125,32.310001373291016,0.2558929920196533,25.850000381469727,0.9445000290870667,29.003795623779297,42.220001220703125,64.51000213623047,53.709999084472656,50.5099983215332,68.0999984741211
2003-01-01,27.53499984741211,27.219999313354492,38.32562255859375,78.58000183105469,1.5844440460205078,21.28499984741211,18.59000015258789,10.0,65.01499938964844,55.06999969482422,10.425000190734863,8.524999618530273,8.8100004196167,35.939998626708984,18.979999542236328,5.5,0.04531300067901611,23.114999771118164,14.351759910583496,31.329999923706055,30.299999237060547,0.2524999976158142,24.209999084472656,1.3014999628067017,29.563566207885742,40.0,49.900001525878906,57.869998931884766,52.029998779296875,68.08000183105469
2003-04-01,36.25,28.975000381469727,38.482887268066406,84.22000122070312,1.6716669797897339,30.96500015258789,19.510000228881836,12.0600004196167,64.48999786376953,62.029998779296875,11.265000343322754,12.25,8.960000038146973,46.459999084472656,24.5,7.769999980926514,0.04531300067901611,26.354999542236328,16.07147979736328,34.83000183105469,33.869998931884766,0.3403570055961609,25.639999389648438,1.815999984741211,32.4003791809082,44.5,54.599998474121094,51.70000076293945,53.66999816894531,83.75
2003-07-01,39.029998779296875,27.94499969482422,41.72063064575195,87.30000305175781,1.625,30.90999984741211,19.850000381469727,13.399999618530273,69.06999969482422,64.43000030517578,11.300000190734863,16.549999237060547,9.803333282470703,51.599998474121094,23.989999771118164,9.40999984741211,0.060832999646663666,27.485000610351562,16.876251220703125,36.34000015258789,39.22999954223633,0.3700000047683716,27.799999237060547,2.4214999675750732,28.823528289794922,45.83000183105469,50.06999969482422,49.52000045776367,55.849998474121094,83.9000015258789
