Date,Returns
2000-04-01,-4.024573772887438
2000-07-01,2.2679758171908007
2000-10-01,2.7501722355362874
2001-01-01,-1.2442934330965625
2001-04-01,8.328060315435293
2001-07-01,-7.8670333793636855
2001-10-01,17.417782071824057
2002-01-01,7.12509513645529
2002-04-01,-7.196512552789705
2002-07-01,-13.22144230140173
2002-10-01,10.559647454195435
2003-01-01,0.5210459207912986
2003-04-01,15.402948963191422
2003-07-01,6.993766837111121
2003-10-01,13.110420114783677
2004-01-01,2.783316870274316
2004-04-01,6.330347677537064
2004-07-01,-1.117116865663636
2004-10-01,11.441654744708092
2005-01-01,2.7854428646101557
2005-04-01,1.1166486853651287
2005-07-01,7.148988155312153
2005-10-01,6.60963412533041
2006-01-01,7.307845467782988
2006-04-01,1.1207218094261309
2006-07-01,4.748143294370515
2006-10-01,5.873771066157936
2007-01-01,1.806899352567037
2007-04-01,6.349167249733977
2007-07-01,4.990649121607858
2007-10-01,-2.9930822122403336
2008-01-01,-7.813590047689987
2008-04-01,-3.8717418573991624
2008-07-01,-2.63605623286806
2008-10-01,-21.090759779771258
2009-01-01,-3.85023431508486
2009-04-01,21.435880501769233
2009-07-01,16.06374192971806
2009-10-01,7.609555029824925
2010-01-01,7.122941068528666
2010-04-01,-10.165940314011376
2010-07-01,13.902470622830652
2010-10-01,9.963763556176083
2011-01-01,5.522593422184173
2011-04-01,2.143702412151153
2011-07-01,-12.349396289897111
2011-10-01,11.653295077165943
2012-01-01,13.046471805122371
2012-04-01,0.2874004545951488
2012-07-01,4.924145272841716
2012-10-01,-0.9713250901798545
2013-01-01,7.49786920788203
2013-04-01,3.9593075862647047
2013-07-01,5.148364914654382
2013-10-01,10.11029102515522
2014-01-01,2.2412380553753715
2014-04-01,4.026655013148417
2014-07-01,3.0665617917604506
2014-10-01,4.712481133748198
2015-01-01,1.56014993896599
2015-04-01,0.5516455794582305
2015-07-01,-5.7862521191182505
2015-10-01,5.012326355934348
2016-01-01,2.2107795676768403
2016-04-01,4.745452653552322
2016-07-01,2.728138000173339
2016-10-01,5.8298947443141325
2017-01-01,8.37842107623627
2017-04-01,3.55196647615881
2017-07-01,4.4612366162409085
2017-10-01,8.405969592240506
2018-01-01,-2.794475090759393
2018-04-01,0.8411023206670739
2018-07-01,6.931537121900942
2018-10-01,-12.880634274604164
2019-01-01,16.959270414757125
2019-04-01,4.568959641074431
2019-07-01,0.6975167652717931
2019-10-01,5.69482707523658
2020-01-01,-20.128372307255525
2020-04-01,22.196023933354454
2020-07-01,8.604667240345577
2020-10-01,16.82768961557518
2021-01-01,8.675403786654734
2021-04-01,8.12946861456475
2021-07-01,-1.9388675180319086
2021-10-01,15.171591747937011
2022-01-01,-1.8153450553064974
2022-04-01,-9.485281181988238
2022-07-01,-5.4344443179591435
2022-10-01,9.025980476292915
2023-01-01,2.7470172632898286
2023-04-01,5.065543833688009
2023-07-01,-4.226585279477322
2023-10-01,4.3974927411937905
