,Date,Returns,SP50_L,SP50_C,VIX_L,VIX_C,RUSSEL_L,RUSSEL_C,US CPI Q %,US wholesale Q%,US_LT_INT,US_SR_INT,US_UNEMP_L,US_RT_IND_C,US_INDPROD_C,US_HSTART_C,US_EXP_C,US_IMP_C,US_BUD_BAL_PCT_GDP,US_DEBT_L,US_DEBT_C,US_EXP_L,US_IMP_L,US_RTL_IND_L,US_FX_RS_L,US_HS_STARTS_L,Bentoil_L,NDAQ_L,Mkt-RF,SMB,HML,RF
49,2012-07-01,4.924145272841716,1362.15874544066,-3.2879071138314786,17.08,10.193548387096762,1984.44229,-3.831614956156437,0.21110778,-0.4127961,1.8061082,0.08897619,8.2,-0.36542302,0.62265,4.524034,1.0823747,-0.4708547,-9.428366,15880.841,1.757746346750766,1551.1973,2288.743,115.496635,138.7893,739333.3,94.17,7.763334,-0.23999999999999996,0.02230769230769232,-0.09769230769230769,0.0013076923076923079
50,2012-10-01,-0.9713250901798545,1440.67450263613,5.764068061690564,15.73,-7.903981264636995,2081.273531,4.879519121717557,0.45146546,0.7944766,1.6262064,0.10100478,8.0,0.8334646,-0.013261614,5.545537,0.031336054,-1.5002202,-9.278698,16090.64,1.3210824288209855,1551.6833,2254.4067,116.45926,142.03433,780333.3,111.36,8.33,0.46923076923076923,-0.13384615384615384,0.2253846153846154,0.0013076923076923079
51,2013-01-01,7.49786920788203,1426.18797808056,-1.0055376512225878,18.02,14.55816910362364,2110.847332,1.420947345916157,0.66495377,0.7025357,1.6928385,0.086272575,7.8,1.4290892,0.49215373,16.360533,-0.37812543,0.3523156,-8.72379,16457.613,2.2806613037144707,1545.816,2262.3494,118.123566,139.13388,908000.0,110.8,10.766666,-0.10153846153846152,0.04692307692307695,0.49461538461538457,0.0023076923076923075
52,2013-04-01,3.9593075862647047,1569.18587246845,10.026581108918343,12.7,-29.522752497225312,2364.822569,12.031909326164381,0.401949,0.4764298,1.9339331,0.085433334,7.7,1.7847348,0.77641517,4.9926558,1.1807878,0.14922437,-6.8593407,16796.01,2.056173030681885,1564.0688,2265.7253,120.23176,135.28763,953333.3,108.46,10.93,0.963076923076923,0.09384615384615386,0.06384615384615383,0.0006923076923076924
53,2013-07-01,5.148364914654382,1606.27760773727,2.363756640917991,16.86,32.75590551181102,2429.272597,2.7253642131491507,-0.109485,-0.49110624,1.9728752,0.051729675,7.5,-0.06668563,0.44260374,-8.951047,0.3271715,-0.08220541,-5.2319765,16763.287,-0.19482603308761393,1569.186,2263.8628,120.15158,134.6616,868000.0,102.49,10.703334,0.25384615384615383,0.055384615384615414,0.23461538461538464,0.0003076923076923077
54,2013-10-01,10.11029102515522,1681.54666211215,4.685930626954948,16.6,-1.5421115065243018,2668.629775,9.853039065915903,0.5408473,0.32334495,2.6972337,0.030851554,7.3,0.93481874,0.4056543,1.6513033,0.08095826,0.23440647,-6.3503504,16763.287,0.0,1570.4564,2269.1694,121.27478,136.70581,882333.3,107.85,13.266666,0.5469230769230768,0.33153846153846156,-0.26153846153846155,0.0
55,2014-01-01,2.2412380553753715,1848.35652094194,9.920025568619328,13.72,-17.34939759036145,2891.931942,8.367671270549337,0.3697724,0.54283816,2.7314565,0.05805156,7.0,0.51953584,0.6678435,14.355877,2.5406332,0.17715819,-5.208178,17376.465,3.6578625659752673,1610.356,2273.1895,121.90485,133.53346,1009000.0,109.95,12.3133335,0.7007692307692307,0.0061538461538461955,0.1323076923076923,0.001
56,2014-04-01,4.026655013148417,1872.33517921729,1.2972961657381044,13.88,1.1661807580174877,2915.294341,0.8078474690466741,0.622786,1.366626,2.757893,0.047957372,6.6,0.8991438,0.6888966,-7.433102,-0.42221686,2.745048,-5.207621,17625.236,1.431654827377149,1603.5568,2335.5896,123.000946,133.24323,934000.0,105.95,12.873333,0.09153846153846154,-0.12307692307692306,0.18461538461538465,0.001
57,2014-07-01,3.0665617917604506,1960.23124036384,4.694461874251266,11.57,-16.642651296829968,2964.815539,1.6986688892283164,0.5310708,0.5659128,2.6128967,0.030257145,6.2,2.40218,1.3771981,5.674518,1.5977969,1.7940485,-5.1070848,17656.646,0.1782103797078216,1629.1783,2377.4912,125.95565,134.13513,987000.0,111.03,14.139999,0.41615384615384615,-0.17846153846153845,0.013076923076923073,0.0003076923076923077
58,2014-10-01,4.712481133748198,1972.28514504996,0.6149225886167731,16.31,40.968020743301636,2737.941276,-7.65222186728427,0.25583705,-0.08275172,2.488481,0.024907809,6.1,0.67553,0.5704656,4.4241767,0.28230447,-0.86230475,-5.3095417,17847.93,1.0833541092685417,1633.7776,2356.99,126.80652,126.01262,1030666.6,94.67,15.986667,0.06923076923076922,-0.5053846153846154,-0.11153846153846156,0.0
59,2015-01-01,1.56014993896599,2058.90237885689,4.391719626562218,19.2,17.71919068056407,2993.974145,9.35129147013889,-0.24844043,-1.1926553,2.2682717,0.019920316,5.7,0.093016066,0.5880347,1.8111337,-0.7831421,-0.06944106,-5.311031,18165.822,1.7811141123928564,1620.9828,2355.3533,126.92447,119.048485,1049333.4,55.27,16.98,0.45692307692307693,0.22923076923076918,-0.23461538461538461,0.0
60,2015-04-01,0.5516455794582305,2067.88724075851,0.4363908650495629,15.29,-20.36458333333333,3113.454372,3.9906900064429207,-0.64728475,-2.5984838,1.9610065,0.0230164,5.5,-0.76671755,-1.1166904,-6.893269,-5.791722,-3.0090303,-4.982454,18176.191,0.05707971816524271,1527.1,2284.48,125.95132,108.22855,977000.0,53.69,16.27,0.010769230769230745,0.2515384615384615,-0.43615384615384617,0.0
61,2015-07-01,-5.7862521191182505,2063.11183222367,-0.23093176652555503,18.23,19.228253760627865,3116.374697,0.0937969422729612,0.6819548,0.5507798,2.1576774,0.017749198,5.4,1.672519,-1.3996475,18.5261,0.44843313,-0.55224675,-4.1817293,18176.654,0.002547288373011547,1533.948,2271.864,128.05788,109.29159,1158000.0,60.31,17.776669,0.21307692307692305,0.10538461538461538,0.06538461538461542,0.0003076923076923077
62,2015-10-01,5.012326355934348,1920.0265516397,-6.935410788166008,24.5,34.393856280855736,2735.486397,-12.222159946513,0.37769124,0.0,2.216967,0.040171895,5.1,0.9499785,0.0644609,0.7484132,-2.1698296,-0.86483824,-5.0463257,18174.719,-0.010645523648067368,1500.664,2252.216,129.2744,109.17689,1166666.6,47.29,19.39,-0.6469230769230769,-0.4007692307692308,-0.2323076923076923,0.0003076923076923077
63,2016-01-01,2.2107795676768403,2043.93686266072,6.453572786022188,18.21,-25.673469387755098,2822.970948,3.198135113957945,-0.007553587,-1.3522799,2.181668,0.11829998,5.0,-0.3692107,-1.3663139,-3.5428503,-3.2694838,-2.9096668,-4.366504,18946.738,4.247763060325727,1451.6,2186.684,128.7971,106.53963,1125333.4,36.61,22.126667,0.3785714285714285,-0.17428571428571432,-0.135,0.0013571428571428571
